rt,response,trial_type,trial_index,time_elapsed,internal_node_id,condition,correct,stimulus,success,timeout,failed_images,failed_audio,failed_video,question_order,accuracy,participant_id,ctime
1744,0,html-button-response,1,13185,0.0-0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work after they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a germaphobe, took the subway to work <b>AFTER</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop taking the subway to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""qud"":""nai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-stop-nai""}",NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,NA,NA,NA,NA,NA,cf70a2b6-2f14-47e5-84aa-2d5e4654ca0d,2025-11-16 12:26:34 CET
NA,NA,preload,2,15123,0.0-1.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work after they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a germaphobe, took the subway to work <b>AFTER</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop taking the subway to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""qud"":""nai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-stop-nai""}",NA,NA,TRUE,FALSE,[],[],[],NA,NA,cf70a2b6-2f14-47e5-84aa-2d5e4654ca0d,2025-11-16 12:26:34 CET
7322,0,html-button-response,3,22448,0.0-2.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work after they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a germaphobe, took the subway to work <b>AFTER</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop taking the subway to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""qud"":""nai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-stop-nai""}",NA,"<h3>Instructions</h3>  <div style='width:500px';> In this experiment, you will read a short text. We will ask you two questions about what you have read. You will give your responses on a slider. <br><br> At the end of the experiment, we will ask you some demographic questions. The experiment will take less than three minutes.<br><br> By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.<br><br></div>",NA,NA,NA,NA,NA,NA,NA,cf70a2b6-2f14-47e5-84aa-2d5e4654ca0d,2025-11-16 12:26:34 CET
74898,"{""stimFIRST"":0,""stimSECOND"":24}",multiple-slider,4,97353,0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work after they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a germaphobe, took the subway to work <b>AFTER</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop taking the subway to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""qud"":""nai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-stop-nai""}",NA,NA,NA,NA,NA,NA,NA,"[0,1]",NA,cf70a2b6-2f14-47e5-84aa-2d5e4654ca0d,2025-11-16 12:26:34 CET
23388,"{""P0_Q0"":null,""age"":""62"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated high school"",""comments"":""""}",survey,5,120824,0.0-4.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work after they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a germaphobe, took the subway to work <b>AFTER</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop taking the subway to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""qud"":""nai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-stop-nai""}",NA,NA,NA,NA,NA,NA,NA,NA,[],cf70a2b6-2f14-47e5-84aa-2d5e4654ca0d,2025-11-16 12:26:34 CET
25728,"{""Q0"":""Elizabeth""}",survey-text,0,25745,0.0-0.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who loves animals, volunteered at the pet shelter <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop volunteering at the pet shelter when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""petshelter"",""image"":""petshelter-stop-ai""}",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,7fd5c983-18bf-4e02-b815-e5160d873c8d,2025-11-16 12:36:04 CET
2126,0,html-button-response,1,27873,0.0-0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who loves animals, volunteered at the pet shelter <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop volunteering at the pet shelter when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""petshelter"",""image"":""petshelter-stop-ai""}",NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,NA,NA,NA,NA,NA,7fd5c983-18bf-4e02-b815-e5160d873c8d,2025-11-16 12:36:04 CET
NA,NA,preload,2,28824,0.0-1.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who loves animals, volunteered at the pet shelter <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop volunteering at the pet shelter when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""petshelter"",""image"":""petshelter-stop-ai""}",NA,NA,TRUE,FALSE,[],[],[],NA,NA,7fd5c983-18bf-4e02-b815-e5160d873c8d,2025-11-16 12:36:04 CET
17335,0,html-button-response,3,46160,0.0-2.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who loves animals, volunteered at the pet shelter <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop volunteering at the pet shelter when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""petshelter"",""image"":""petshelter-stop-ai""}",NA,"<h3>Instructions</h3>  <div style='width:500px';> In this experiment, you will read a short text. We will ask you two questions about what you have read. You will give your responses on a slider. <br><br> At the end of the experiment, we will ask you some demographic questions. The experiment will take less than three minutes.<br><br> By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.<br><br></div>",NA,NA,NA,NA,NA,NA,NA,7fd5c983-18bf-4e02-b815-e5160d873c8d,2025-11-16 12:36:04 CET
114454.29999995232,"{""stimFIRST"":100,""stimSECOND"":100}",multiple-slider,4,160616,0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who loves animals, volunteered at the pet shelter <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop volunteering at the pet shelter when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""petshelter"",""image"":""petshelter-stop-ai""}",NA,NA,NA,NA,NA,NA,NA,"[0,1]",NA,7fd5c983-18bf-4e02-b815-e5160d873c8d,2025-11-16 12:36:04 CET
69072,"{""P0_Q0"":null,""age"":""55"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""some college"",""comments"":""This was a unique study and I am glad that I was able to offer my opinions. ""}",survey,5,229733,0.0-4.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who loves animals, volunteered at the pet shelter <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop volunteering at the pet shelter when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""petshelter"",""image"":""petshelter-stop-ai""}",NA,NA,NA,NA,NA,NA,NA,NA,[],7fd5c983-18bf-4e02-b815-e5160d873c8d,2025-11-16 12:36:04 CET
13027,"{""Q0"":""Elizabeth""}",survey-text,0,13055,0.0-0.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who is a climate activist, took the subway to work before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley took the subway to work before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley took the subway to work before he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""subway"",""image"":""subway-know-ai""}",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,3ce038f4-56fa-4375-a232-12a4e80ed366,2025-11-16 12:39:31 CET
1671,0,html-button-response,1,14730,0.0-0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who is a climate activist, took the subway to work before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley took the subway to work before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley took the subway to work before he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""subway"",""image"":""subway-know-ai""}",NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,NA,NA,NA,NA,NA,3ce038f4-56fa-4375-a232-12a4e80ed366,2025-11-16 12:39:31 CET
NA,NA,preload,2,15896,0.0-1.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who is a climate activist, took the subway to work before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley took the subway to work before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley took the subway to work before he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""subway"",""image"":""subway-know-ai""}",NA,NA,TRUE,FALSE,[],[],[],NA,NA,3ce038f4-56fa-4375-a232-12a4e80ed366,2025-11-16 12:39:31 CET
15461,0,html-button-response,3,31359,0.0-2.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who is a climate activist, took the subway to work before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley took the subway to work before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley took the subway to work before he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""subway"",""image"":""subway-know-ai""}",NA,"<h3>Instructions</h3>  <div style='width:500px';> In this experiment, you will read a short text. We will ask you two questions about what you have read. You will give your responses on a slider. <br><br> At the end of the experiment, we will ask you some demographic questions. The experiment will take less than three minutes.<br><br> By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.<br><br></div>",NA,NA,NA,NA,NA,NA,NA,3ce038f4-56fa-4375-a232-12a4e80ed366,2025-11-16 12:39:31 CET
63617.20000000298,"{""stimFIRST"":96,""stimSECOND"":52}",multiple-slider,4,94981,0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who is a climate activist, took the subway to work before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley took the subway to work before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley took the subway to work before he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""subway"",""image"":""subway-know-ai""}",NA,NA,NA,NA,NA,NA,NA,"[0,1]",NA,3ce038f4-56fa-4375-a232-12a4e80ed366,2025-11-16 12:39:31 CET
24611,"{""P0_Q0"":null,""age"":""44"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""hold a higher degree"",""comments"":""""}",survey,5,119745,0.0-4.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who is a climate activist, took the subway to work before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley took the subway to work before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley took the subway to work before he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""subway"",""image"":""subway-know-ai""}",NA,NA,NA,NA,NA,NA,NA,NA,[],3ce038f4-56fa-4375-a232-12a4e80ed366,2025-11-16 12:39:31 CET
15253,"{""Q0"":""Linda""}",survey-text,0,15311,0.0-0.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who lives five blocks away from work, biked to work before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley biked to work before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley biked to work before he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-know-ai""}",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,25755049-670c-4cd1-af5f-f7c3ab743a9c,2025-11-16 13:11:05 CET
1917,0,html-button-response,1,17230,0.0-0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who lives five blocks away from work, biked to work before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley biked to work before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley biked to work before he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-know-ai""}",NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,NA,NA,NA,NA,NA,25755049-670c-4cd1-af5f-f7c3ab743a9c,2025-11-16 13:11:05 CET
NA,NA,preload,2,18874,0.0-1.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who lives five blocks away from work, biked to work before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley biked to work before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley biked to work before he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-know-ai""}",NA,NA,TRUE,FALSE,[],[],[],NA,NA,25755049-670c-4cd1-af5f-f7c3ab743a9c,2025-11-16 13:11:05 CET
7820,0,html-button-response,3,26695,0.0-2.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who lives five blocks away from work, biked to work before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley biked to work before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley biked to work before he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-know-ai""}",NA,"<h3>Instructions</h3>  <div style='width:500px';> In this experiment, you will read a short text. We will ask you two questions about what you have read. You will give your responses on a slider. <br><br> At the end of the experiment, we will ask you some demographic questions. The experiment will take less than three minutes.<br><br> By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.<br><br></div>",NA,NA,NA,NA,NA,NA,NA,25755049-670c-4cd1-af5f-f7c3ab743a9c,2025-11-16 13:11:05 CET
192076.29999999705,"{""stimFIRST"":100,""stimSECOND"":100}",multiple-slider,4,218777,0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who lives five blocks away from work, biked to work before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley biked to work before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley biked to work before he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-know-ai""}",NA,NA,NA,NA,NA,NA,NA,"[0,1]",NA,25755049-670c-4cd1-af5f-f7c3ab743a9c,2025-11-16 13:11:05 CET
28411,"{""P0_Q0"":null,""age"":""62"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""hold a higher degree"",""comments"":""none""}",survey,5,247258,0.0-4.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who lives five blocks away from work, biked to work before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley biked to work before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley biked to work before he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-know-ai""}",NA,NA,NA,NA,NA,NA,NA,NA,[],25755049-670c-4cd1-af5f-f7c3ab743a9c,2025-11-16 13:11:05 CET
13998,"{""Q0"":""Patricia""}",survey-text,0,14033,0.0-0.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is allergic to cats and dogs, volunteered at the pet shelter <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop volunteering at the pet shelter when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter after he got promoted?"",""qud"":""ai"",""prior"":""lower"",""content"":""petshelter"",""image"":""petshelter-stop-ai""}",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,4f1193ff-e00e-4604-91f1-732d70ca17d7,2025-11-16 13:20:24 CET
2841,0,html-button-response,1,16877,0.0-0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is allergic to cats and dogs, volunteered at the pet shelter <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop volunteering at the pet shelter when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter after he got promoted?"",""qud"":""ai"",""prior"":""lower"",""content"":""petshelter"",""image"":""petshelter-stop-ai""}",NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,NA,NA,NA,NA,NA,4f1193ff-e00e-4604-91f1-732d70ca17d7,2025-11-16 13:20:24 CET
NA,NA,preload,2,17832,0.0-1.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is allergic to cats and dogs, volunteered at the pet shelter <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop volunteering at the pet shelter when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter after he got promoted?"",""qud"":""ai"",""prior"":""lower"",""content"":""petshelter"",""image"":""petshelter-stop-ai""}",NA,NA,TRUE,FALSE,[],[],[],NA,NA,4f1193ff-e00e-4604-91f1-732d70ca17d7,2025-11-16 13:20:24 CET
111226,0,html-button-response,3,129059,0.0-2.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is allergic to cats and dogs, volunteered at the pet shelter <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop volunteering at the pet shelter when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter after he got promoted?"",""qud"":""ai"",""prior"":""lower"",""content"":""petshelter"",""image"":""petshelter-stop-ai""}",NA,"<h3>Instructions</h3>  <div style='width:500px';> In this experiment, you will read a short text. We will ask you two questions about what you have read. You will give your responses on a slider. <br><br> At the end of the experiment, we will ask you some demographic questions. The experiment will take less than three minutes.<br><br> By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.<br><br></div>",NA,NA,NA,NA,NA,NA,NA,4f1193ff-e00e-4604-91f1-732d70ca17d7,2025-11-16 13:20:24 CET
