rt,participantID,age,gender,language,amE,education,comments,item,qud,utterance,verb,prior,which,response,response_type,environment
37515,563,44,male,English,AmE,graduated college,""":""""}",petshelter,ai,neg-stop,stop,lower,FIRST,1,PRE,negation
37515,563,44,male,English,AmE,graduated college,""":""""}",petshelter,ai,neg-stop,stop,lower,SECOND,0,notPOST,negation
102998.39999997616,164,77,female,English,AmE,hold a higher degree,""":""""}",bike,ai,neg-know,know,higher,FIRST,1,CC,negation
102998.39999997616,164,77,female,English,AmE,hold a higher degree,""":""""}",bike,ai,neg-know,know,higher,SECOND,0,BEL,negation
54501.70000000298,455,29,male,English,AmE,hold a higher degree,""":""""}",subway,nai,q-know,know,higher,FIRST,0.28,BEL,question
54501.70000000298,455,29,male,English,AmE,hold a higher degree,""":""""}",subway,nai,q-know,know,higher,SECOND,0.77,CC,question
109355.89999999944,210,20,female,English,AmE,graduated college,""":""My experience in the study was smooth.""}",bike,ai,neg-know,know,higher,FIRST,1,CC,negation
109355.89999999944,210,20,female,English,AmE,graduated college,""":""My experience in the study was smooth.""}",bike,ai,neg-know,know,higher,SECOND,0,BEL,negation
49005.90000000002,569,41,female,English,AmE,some college,""":""""}",petshelter,nai,q-know,know,lower,FIRST,0.2,BEL,question
49005.90000000002,569,41,female,English,AmE,some college,""":""""}",petshelter,nai,q-know,know,lower,SECOND,0.21,CC,question
88601.60000002384,317,51,male,English,AmE,graduated college,""":""None, thank you.""}",bike,nai,neg-know,know,lower,FIRST,0,BEL,negation
88601.60000002384,317,51,male,English,AmE,graduated college,""":""None, thank you.""}",bike,nai,neg-know,know,lower,SECOND,1,CC,negation
45326.10000000009,216,43,female,English,AmE,hold a higher degree,""":""N/A""}",subway,nai,neg-stop,stop,lower,FIRST,0.12,notPOST,negation
45326.10000000009,216,43,female,English,AmE,hold a higher degree,""":""N/A""}",subway,nai,neg-stop,stop,lower,SECOND,0.91,PRE,negation
38208,599,35,preferNoToSay,English,AmE,hold a higher degree,""":""""}",subway,ai,q-know,know,higher,FIRST,1,CC,question
38208,599,35,preferNoToSay,English,AmE,hold a higher degree,""":""""}",subway,ai,q-know,know,higher,SECOND,1,BEL,question
66462.20000004768,470,23,female,English,AmE,some college,""":""""}",subway,ai,neg-stop,stop,lower,FIRST,0.22,PRE,negation
66462.20000004768,470,23,female,English,AmE,some college,""":""""}",subway,ai,neg-stop,stop,lower,SECOND,0.77,notPOST,negation
662309.8000000715,220,33,female,English,AmE,hold a higher degree,""":""Good study!""}",subway,nai,q-know,know,lower,FIRST,0,BEL,question
662309.8000000715,220,33,female,English,AmE,hold a higher degree,""":""Good study!""}",subway,nai,q-know,know,lower,SECOND,0,CC,question
137875.40000000037,528,45,male,English,AmE,some college,""":""Listen up, good people. This whole setup smells like a damn surveillance game disguised as concern for pets and promotions. Tracking who knows what about Charley’s pastimes? It’s like sitting in a coffee shop, watching people’s shadows, trying to guess their secrets. You want to figure out whether Sue thinks Charley played hero at the pet shelter before climbing the ladder? That’s a power play, a little mind game. People and their hobbies—sometimes they’re just stories people wanna believe. Maybe Sue believes it 'cause it fits the picture she wants to see: Charley the animal lover, the good guy volunteering before the suit and tie.\n\nBut dive deeper—I’d say don’t get lost in the details of what’s likely or unlikely. What matters is why you’re counting these little belief puzzles. Is it trust? Is it control? Or just knowing the layout of the mindscape in a place where data is king and privacy’s a ghost? There’s a lot going on beneath that surface... Just be careful not to become the guy watching the watchers—'cause sometimes the truth you’re hunting is just a trap waiting to snap shut.\n\nThe pet shelter story? Maybe it’s real. Maybe it’s just a comforting myth for the office. Either way, it’s telling you something—about Charley, about Sue, and about the game you’re all playing. Keep your eyes sharp. Keep your heart colder. Because in this town, everyone’s got their little pretend stories, and the ones who survive know when to believe and when to walk away.\n\nHave a marvelous day!""}",petshelter,nai,q-know,know,higher,FIRST,1,BEL,question
137875.40000000037,528,45,male,English,AmE,some college,""":""Listen up, good people. This whole setup smells like a damn surveillance game disguised as concern for pets and promotions. Tracking who knows what about Charley’s pastimes? It’s like sitting in a coffee shop, watching people’s shadows, trying to guess their secrets. You want to figure out whether Sue thinks Charley played hero at the pet shelter before climbing the ladder? That’s a power play, a little mind game. People and their hobbies—sometimes they’re just stories people wanna believe. Maybe Sue believes it 'cause it fits the picture she wants to see: Charley the animal lover, the good guy volunteering before the suit and tie.\n\nBut dive deeper—I’d say don’t get lost in the details of what’s likely or unlikely. What matters is why you’re counting these little belief puzzles. Is it trust? Is it control? Or just knowing the layout of the mindscape in a place where data is king and privacy’s a ghost? There’s a lot going on beneath that surface... Just be careful not to become the guy watching the watchers—'cause sometimes the truth you’re hunting is just a trap waiting to snap shut.\n\nThe pet shelter story? Maybe it’s real. Maybe it’s just a comforting myth for the office. Either way, it’s telling you something—about Charley, about Sue, and about the game you’re all playing. Keep your eyes sharp. Keep your heart colder. Because in this town, everyone’s got their little pretend stories, and the ones who survive know when to believe and when to walk away.\n\nHave a marvelous day!""}",petshelter,nai,q-know,know,higher,SECOND,1,CC,question
65200.40000000596,45,57,female,English,AmE,graduated college,""":""""}",bike,nai,neg-stop,stop,lower,FIRST,0,notPOST,negation
65200.40000000596,45,57,female,English,AmE,graduated college,""":""""}",bike,nai,neg-stop,stop,lower,SECOND,1,PRE,negation
38828.19999998808,357,50,male,English,AmE,graduated college,""":""""}",petshelter,nai,neg-stop,stop,lower,FIRST,0,notPOST,negation
38828.19999998808,357,50,male,English,AmE,graduated college,""":""""}",petshelter,nai,neg-stop,stop,lower,SECOND,1,PRE,negation
75160.79999995232,90,64,female,English,AmE,some college,""":""""}",bike,nai,neg-stop,stop,lower,FIRST,0.32999999999999996,notPOST,negation
75160.79999995232,90,64,female,English,AmE,some college,""":""""}",bike,nai,neg-stop,stop,lower,SECOND,0.89,PRE,negation
65836.10000002384,340,37,female,English,AmE,graduated college,""":""""}",subway,ai,neg-know,know,lower,FIRST,0.19,CC,negation
65836.10000002384,340,37,female,English,AmE,graduated college,""":""""}",subway,ai,neg-know,know,lower,SECOND,0.43,BEL,negation
76794,106,73,male,English,AmE,graduated high school,""":""thanks for the study""}",subway,ai,neg-know,know,lower,FIRST,1,CC,negation
76794,106,73,male,English,AmE,graduated high school,""":""thanks for the study""}",subway,ai,neg-know,know,lower,SECOND,0,BEL,negation
52494.19999998808,431,35,male,English,AmE,graduated college,""":""""}",bike,nai,q-stop,stop,higher,FIRST,0.49,notPOST,question
52494.19999998808,431,35,male,English,AmE,graduated college,""":""""}",bike,nai,q-stop,stop,higher,SECOND,0.5,PRE,question
82742.5,287,61,female,English,AmE,hold a higher degree,""":""This was interesting!""}",bike,nai,q-stop,stop,higher,FIRST,0.13,notPOST,question
82742.5,287,61,female,English,AmE,hold a higher degree,""":""This was interesting!""}",bike,nai,q-stop,stop,higher,SECOND,1,PRE,question
59644,141,49,female,English,AmE,graduated college,""":""Thank you!""}",petshelter,nai,q-stop,stop,lower,FIRST,1,notPOST,question
59644,141,49,female,English,AmE,graduated college,""":""Thank you!""}",petshelter,nai,q-stop,stop,lower,SECOND,1,PRE,question
47766.89999997616,349,50,male,English,AmE,graduated college,""":""""}",subway,ai,q-stop,stop,lower,FIRST,0,PRE,question
47766.89999997616,349,50,male,English,AmE,graduated college,""":""""}",subway,ai,q-stop,stop,lower,SECOND,1,notPOST,question
70255,582,64,male,English,AmE,some college,""":""None, thank you.""}",petshelter,ai,neg-know,know,lower,FIRST,1,CC,negation
70255,582,64,male,English,AmE,some college,""":""None, thank you.""}",petshelter,ai,neg-know,know,lower,SECOND,0,BEL,negation
32008.099999999627,469,37,preferNoToSay,English,AmE,graduated college,""":""""}",bike,ai,neg-stop,stop,lower,FIRST,0.79,PRE,negation
32008.099999999627,469,37,preferNoToSay,English,AmE,graduated college,""":""""}",bike,ai,neg-stop,stop,lower,SECOND,0.16000000000000003,notPOST,negation
63394.699999809265,387,35,female,English,AmE,hold a higher degree,""":""""}",bike,ai,q-know,know,higher,FIRST,1,CC,question
63394.699999809265,387,35,female,English,AmE,hold a higher degree,""":""""}",bike,ai,q-know,know,higher,SECOND,0.74,BEL,question
237251,253,27,male,English,AmE,graduated college,""":""""}",subway,ai,neg-know,know,lower,FIRST,0.9,CC,negation
237251,253,27,male,English,AmE,graduated college,""":""""}",subway,ai,neg-know,know,lower,SECOND,0.87,BEL,negation
31796,607,33,female,English,AmE,graduated college,""":""""}",bike,nai,neg-stop,stop,higher,FIRST,0,notPOST,negation
31796,607,33,female,English,AmE,graduated college,""":""""}",bike,nai,neg-stop,stop,higher,SECOND,1,PRE,negation
135092,67,43,male,English,AmE,graduated college,""":""""}",subway,nai,q-know,know,higher,FIRST,0.5,BEL,question
135092,67,43,male,English,AmE,graduated college,""":""""}",subway,nai,q-know,know,higher,SECOND,0.5,CC,question
65618.60000014305,419,42,male,English,AmE,graduated college,""":""""}",bike,nai,q-stop,stop,lower,FIRST,0.6799999999999999,notPOST,question
65618.60000014305,419,42,male,English,AmE,graduated college,""":""""}",bike,nai,q-stop,stop,lower,SECOND,0.93,PRE,question
53617.5,374,57,female,English,AmE,hold a higher degree,". Thank you for the study.""}",petshelter,nai,q-stop,stop,higher,FIRST,0.13,notPOST,question
53617.5,374,57,female,English,AmE,hold a higher degree,". Thank you for the study.""}",petshelter,nai,q-stop,stop,higher,SECOND,1,PRE,question
79773.30000001192,337,24,male,English,AmE,graduated college,""":""""}",subway,nai,neg-know,know,lower,FIRST,0.2,BEL,negation
79773.30000001192,337,24,male,English,AmE,graduated college,""":""""}",subway,nai,neg-know,know,lower,SECOND,0.9,CC,negation
47002.5,182,49,female,English,AmE,graduated college,""":""""}",bike,ai,neg-stop,stop,lower,FIRST,0.96,PRE,negation
47002.5,182,49,female,English,AmE,graduated college,""":""""}",bike,ai,neg-stop,stop,lower,SECOND,0.040000000000000036,notPOST,negation
115490,551,65,female,English,AmE,graduated college,""":""None""}",petshelter,ai,q-know,know,lower,FIRST,0.89,CC,question
115490,551,65,female,English,AmE,graduated college,""":""None""}",petshelter,ai,q-know,know,lower,SECOND,0.91,BEL,question
405903.8000000119,404,52,female,English,AmE,graduated college,""":""""}",bike,ai,q-know,know,lower,FIRST,0.15,CC,question
405903.8000000119,404,52,female,English,AmE,graduated college,""":""""}",bike,ai,q-know,know,lower,SECOND,0.05,BEL,question
35945.900000002235,107,36,female,English,AmE,graduated college,""":""""}",subway,ai,q-stop,stop,higher,FIRST,1,PRE,question
35945.900000002235,107,36,female,English,AmE,graduated college,""":""""}",subway,ai,q-stop,stop,higher,SECOND,0,notPOST,question
40434.40000000596,626,30,male,English,AmE,graduated college,""":""none""}",subway,nai,q-know,know,lower,FIRST,1,BEL,question
40434.40000000596,626,30,male,English,AmE,graduated college,""":""none""}",subway,nai,q-know,know,lower,SECOND,0.63,CC,question
35946.10000002384,112,40,male,English,AmE,some college,""":""""}",bike,ai,neg-know,know,higher,FIRST,0.78,CC,negation
35946.10000002384,112,40,male,English,AmE,some college,""":""""}",bike,ai,neg-know,know,higher,SECOND,0.25,BEL,negation
64967,111,47,male,English,AmE,some college,""":""none""}",subway,ai,neg-know,know,higher,FIRST,1,CC,negation
64967,111,47,male,English,AmE,some college,""":""none""}",subway,ai,neg-know,know,higher,SECOND,0.35,BEL,negation
36147,365,59,female,English,AmE,graduated college,""":""thank you""}",petshelter,ai,q-know,know,lower,FIRST,1,CC,question
36147,365,59,female,English,AmE,graduated college,""":""thank you""}",petshelter,ai,q-know,know,lower,SECOND,1,BEL,question
40808,417,57,female,English,AmE,graduated college,""":""""}",subway,nai,q-stop,stop,lower,FIRST,1,notPOST,question
40808,417,57,female,English,AmE,graduated college,""":""""}",subway,nai,q-stop,stop,lower,SECOND,0,PRE,question
76865,421,32,female,English,AmE,hold a higher degree," to add.""}",subway,ai,neg-stop,stop,lower,FIRST,1,PRE,negation
76865,421,32,female,English,AmE,hold a higher degree," to add.""}",subway,ai,neg-stop,stop,lower,SECOND,0,notPOST,negation
106786,398,31,male,English,AmE,some college,""":""""}",petshelter,nai,q-know,know,higher,FIRST,0.61,BEL,question
106786,398,31,male,English,AmE,some college,""":""""}",petshelter,nai,q-know,know,higher,SECOND,0.77,CC,question
99187.30000000076,637,67,female,English,AmE,graduated college,""":""The study went smoothly ""}",bike,ai,neg-stop,stop,lower,FIRST,0.82,PRE,negation
99187.30000000076,637,67,female,English,AmE,graduated college,""":""The study went smoothly ""}",bike,ai,neg-stop,stop,lower,SECOND,1,notPOST,negation
75342.5,621,54,male,English,AmE,some college,""":""This seemed too simple. ""}",subway,nai,neg-stop,stop,lower,FIRST,0,notPOST,negation
75342.5,621,54,male,English,AmE,some college,""":""This seemed too simple. ""}",subway,nai,neg-stop,stop,lower,SECOND,1,PRE,negation
63892.59999999404,54,77,female,English,AmE,graduated high school,""":""""}",petshelter,ai,q-stop,stop,higher,FIRST,0.7,PRE,question
63892.59999999404,54,77,female,English,AmE,graduated high school,""":""""}",petshelter,ai,q-stop,stop,higher,SECOND,0.33999999999999997,notPOST,question
49972.10000002384,479,35,male,English,AmE,graduated college,""":""""}",bike,ai,q-know,know,higher,FIRST,0.73,CC,question
49972.10000002384,479,35,male,English,AmE,graduated college,""":""""}",bike,ai,q-know,know,higher,SECOND,0.91,BEL,question
65057.30000001192,541,33,male,English,AmE,graduated college,""":""""}",subway,nai,q-know,know,higher,FIRST,0.95,BEL,question
65057.30000001192,541,33,male,English,AmE,graduated college,""":""""}",subway,nai,q-know,know,higher,SECOND,0.89,CC,question
67081.80000001192,581,38,female,English,AmE,some college,""":""None, thank you.""}",subway,ai,q-know,know,higher,FIRST,0.78,CC,question
67081.80000001192,581,38,female,English,AmE,some college,""":""None, thank you.""}",subway,ai,q-know,know,higher,SECOND,0.26,BEL,question
50826.60000000894,78,47,preferNoToSay,English,AmE,graduated college,""":""very interesting study on language interpretation""}",bike,ai,q-know,know,lower,FIRST,0.74,CC,question
50826.60000000894,78,47,preferNoToSay,English,AmE,graduated college,""":""very interesting study on language interpretation""}",bike,ai,q-know,know,lower,SECOND,0.26,BEL,question
41158.70000004768,308,48,female,English,AmE,graduated high school,""":""It was super clear and to the point, thank you""}",petshelter,ai,q-stop,stop,higher,FIRST,0.73,PRE,question
41158.70000004768,308,48,female,English,AmE,graduated high school,""":""It was super clear and to the point, thank you""}",petshelter,ai,q-stop,stop,higher,SECOND,0.29000000000000004,notPOST,question
70408.59999990463,465,53,female,English,AmE,some college,""":""""}",petshelter,ai,neg-stop,stop,lower,FIRST,0.07,PRE,negation
70408.59999990463,465,53,female,English,AmE,some college,""":""""}",petshelter,ai,neg-stop,stop,lower,SECOND,0.9299999999999999,notPOST,negation
63087.89999997616,454,37,preferNoToSay,English,AmE,some college,""":""""}",bike,nai,neg-know,know,lower,FIRST,0.1,BEL,negation
63087.89999997616,454,37,preferNoToSay,English,AmE,some college,""":""""}",bike,nai,neg-know,know,lower,SECOND,0.92,CC,negation
66096.79999995232,403,67,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-know,know,higher,FIRST,0.95,BEL,question
66096.79999995232,403,67,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-know,know,higher,SECOND,0.97,CC,question
49090.40000009537,298,46,male,English,AmE,graduated college,""":""""}",petshelter,ai,neg-know,know,lower,FIRST,0.59,CC,negation
49090.40000009537,298,46,male,English,AmE,graduated college,""":""""}",petshelter,ai,neg-know,know,lower,SECOND,0.44,BEL,negation
100330,137,31,male,English,AmE,hold a higher degree,""":""""}",bike,nai,neg-stop,stop,lower,FIRST,0,notPOST,negation
100330,137,31,male,English,AmE,hold a higher degree,""":""""}",bike,nai,neg-stop,stop,lower,SECOND,1,PRE,negation
66279,513,34,female,English,AmE,some college,""":""""}",petshelter,nai,neg-know,know,higher,FIRST,0.24,BEL,negation
66279,513,34,female,English,AmE,some college,""":""""}",petshelter,nai,neg-know,know,higher,SECOND,0.78,CC,negation
57770,243,38,male,English,AmE,graduated college,""":""""}",petshelter,ai,q-know,know,higher,FIRST,1,CC,question
57770,243,38,male,English,AmE,graduated college,""":""""}",petshelter,ai,q-know,know,higher,SECOND,1,BEL,question
53635.200000000186,65,36,male,English,AmE,graduated high school,""":""Nothing ""}",subway,nai,q-stop,stop,higher,FIRST,0.18000000000000005,notPOST,question
53635.200000000186,65,36,male,English,AmE,graduated high school,""":""Nothing ""}",subway,nai,q-stop,stop,higher,SECOND,0.88,PRE,question
47673.89999997616,478,39,female,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,lower,FIRST,0.18999999999999995,notPOST,negation
47673.89999997616,478,39,female,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,lower,SECOND,0.84,PRE,negation
32509.899999999907,601,28,female,English,AmE,graduated high school,""":""""}",subway,nai,neg-stop,stop,higher,FIRST,0,notPOST,negation
32509.899999999907,601,28,female,English,AmE,graduated high school,""":""""}",subway,nai,neg-stop,stop,higher,SECOND,1,PRE,negation
82116,197,29,male,English,AmE,hold a higher degree,""":""""}",bike,ai,neg-stop,stop,higher,FIRST,0.97,PRE,negation
82116,197,29,male,English,AmE,hold a higher degree,""":""""}",bike,ai,neg-stop,stop,higher,SECOND,0.06000000000000005,notPOST,negation
50005,116,51,female,English,AmE,graduated college,""":""""}",bike,nai,neg-stop,stop,higher,FIRST,0,notPOST,negation
50005,116,51,female,English,AmE,graduated college,""":""""}",bike,nai,neg-stop,stop,higher,SECOND,1,PRE,negation
36805.60000002384,590,31,male,English,AmE,graduated college,""":""""}",subway,nai,q-know,know,lower,FIRST,0.13,BEL,question
36805.60000002384,590,31,male,English,AmE,graduated college,""":""""}",subway,nai,q-know,know,lower,SECOND,0.24,CC,question
35651.89999997616,11,46,female,English,AmE,hold a higher degree,""":""n/a""}",bike,nai,q-stop,stop,higher,FIRST,0.53,notPOST,question
35651.89999997616,11,46,female,English,AmE,hold a higher degree,""":""n/a""}",bike,nai,q-stop,stop,higher,SECOND,1,PRE,question
163642.20000004768,564,27,male,English,AmE,graduated college,""":""no""}",petshelter,nai,q-stop,stop,lower,FIRST,0.6799999999999999,notPOST,question
163642.20000004768,564,27,male,English,AmE,graduated college,""":""no""}",petshelter,nai,q-stop,stop,lower,SECOND,0.63,PRE,question
208069.89999997616,332,35,male,English,AmE,graduated college,""":""Thank you""}",bike,nai,q-know,know,higher,FIRST,0.61,BEL,question
208069.89999997616,332,35,male,English,AmE,graduated college,""":""Thank you""}",bike,nai,q-know,know,higher,SECOND,0.55,CC,question
42450.29999995232,372,52,female,English,AmE,graduated college,""":""""}",petshelter,ai,q-stop,stop,lower,FIRST,0.28,PRE,question
42450.29999995232,372,52,female,English,AmE,graduated college,""":""""}",petshelter,ai,q-stop,stop,lower,SECOND,0.86,notPOST,question
59555,412,74,female,English,AmE,graduated college,""":""""}",bike,nai,neg-stop,stop,lower,FIRST,0,notPOST,negation
59555,412,74,female,English,AmE,graduated college,""":""""}",bike,nai,neg-stop,stop,lower,SECOND,1,PRE,negation
43888.80000001192,517,34,female,English,AmE,graduated college,""":""""}",bike,ai,neg-stop,stop,lower,FIRST,1,PRE,negation
43888.80000001192,517,34,female,English,AmE,graduated college,""":""""}",bike,ai,neg-stop,stop,lower,SECOND,0,notPOST,negation
126998.5,269,80,female,English,AmE,graduated college,""":""None""}",bike,nai,neg-know,know,lower,FIRST,0.39,BEL,negation
126998.5,269,80,female,English,AmE,graduated college,""":""None""}",bike,nai,neg-know,know,lower,SECOND,0.47,CC,negation
54357.89999997616,69,52,female,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,higher,FIRST,0.42,BEL,negation
54357.89999997616,69,52,female,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,higher,SECOND,1,CC,negation
52348,133,47,male,English,AmE,graduated college,""":""""}",petshelter,nai,q-know,know,higher,FIRST,0.49,BEL,question
52348,133,47,male,English,AmE,graduated college,""":""""}",petshelter,nai,q-know,know,higher,SECOND,0.48,CC,question
58196.29999995232,260,47,male,English,AmE,graduated college,""":"" None.""}",petshelter,nai,q-know,know,higher,FIRST,0.76,BEL,question
58196.29999995232,260,47,male,English,AmE,graduated college,""":"" None.""}",petshelter,nai,q-know,know,higher,SECOND,1,CC,question
58698.70000000298,468,68,female,English,AmE,graduated college,""":""NONE""}",subway,nai,q-know,know,lower,FIRST,0.08,BEL,question
58698.70000000298,468,68,female,English,AmE,graduated college,""":""NONE""}",subway,nai,q-know,know,lower,SECOND,0.06,CC,question
60344,96,30,female,English,AmE,some college,""":""""}",petshelter,ai,neg-know,know,higher,FIRST,1,CC,negation
60344,96,30,female,English,AmE,some college,""":""""}",petshelter,ai,neg-know,know,higher,SECOND,0.67,BEL,negation
93476.89999997616,358,48,male,English,AmE,graduated college,""":""""}",bike,nai,neg-know,know,lower,FIRST,0,BEL,negation
93476.89999997616,358,48,male,English,AmE,graduated college,""":""""}",bike,nai,neg-know,know,lower,SECOND,1,CC,negation
87193.89999997616,606,50,male,English,AmE,some college,""":""""}",bike,ai,q-stop,stop,higher,FIRST,0.85,PRE,question
87193.89999997616,606,50,male,English,AmE,some college,""":""""}",bike,ai,q-stop,stop,higher,SECOND,0.32999999999999996,notPOST,question
47614,169,55,preferNoToSay,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,higher,FIRST,0.51,CC,negation
47614,169,55,preferNoToSay,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,higher,SECOND,0.49,BEL,negation
76214.39999997616,371,42,female,English,AmE,some college," about the study. Thank you for the opportunity to participate!""}",subway,nai,neg-know,know,higher,FIRST,0.16,BEL,negation
76214.39999997616,371,42,female,English,AmE,some college," about the study. Thank you for the opportunity to participate!""}",subway,nai,neg-know,know,higher,SECOND,0.91,CC,negation
36789.99999999999,254,37,female,English,AmE,graduated college,""":""""}",petshelter,nai,neg-stop,stop,higher,FIRST,0.020000000000000018,notPOST,negation
36789.99999999999,254,37,female,English,AmE,graduated college,""":""""}",petshelter,nai,neg-stop,stop,higher,SECOND,0.99,PRE,negation
65432.200000000186,314,58,female,English,AmE,some college,""":""""}",bike,nai,neg-stop,stop,higher,FIRST,0.010000000000000009,notPOST,negation
65432.200000000186,314,58,female,English,AmE,some college,""":""""}",bike,nai,neg-stop,stop,higher,SECOND,1,PRE,negation
38148,24,54,male,English,AmE,hold a higher degree,""":""""}",bike,ai,q-stop,stop,higher,FIRST,0.52,PRE,question
38148,24,54,male,English,AmE,hold a higher degree,""":""""}",bike,ai,q-stop,stop,higher,SECOND,0.72,notPOST,question
33808.5,241,51,female,English,AmE,graduated college,""":""""}",petshelter,nai,neg-stop,stop,lower,FIRST,0,notPOST,negation
33808.5,241,51,female,English,AmE,graduated college,""":""""}",petshelter,nai,neg-stop,stop,lower,SECOND,1,PRE,negation
134363.10000002384,285,64,female,English,AmE,graduated college,""":""""}",bike,ai,q-know,know,higher,FIRST,0.97,CC,question
134363.10000002384,285,64,female,English,AmE,graduated college,""":""""}",bike,ai,q-know,know,higher,SECOND,0.18,BEL,question
42006.09999996424,568,47,non-binary,English,AmE,hold a higher degree,""":""""}",petshelter,ai,q-know,know,higher,FIRST,1,CC,question
42006.09999996424,568,47,non-binary,English,AmE,hold a higher degree,""":""""}",petshelter,ai,q-know,know,higher,SECOND,0.5,BEL,question
36358.90000009537,386,25,female,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,lower,FIRST,0.56,CC,negation
36358.90000009537,386,25,female,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,lower,SECOND,0.33,BEL,negation
668772.5,282,42,female,English,AmE,graduated college,""":""""}",bike,ai,neg-stop,stop,lower,FIRST,0.72,PRE,negation
668772.5,282,42,female,English,AmE,graduated college,""":""""}",bike,ai,neg-stop,stop,lower,SECOND,0.25,notPOST,negation
65580.19999998808,516,74,male,English,AmE,graduated college,""":""""}",bike,nai,q-stop,stop,lower,FIRST,0.77,notPOST,question
65580.19999998808,516,74,male,English,AmE,graduated college,""":""""}",bike,nai,q-stop,stop,lower,SECOND,0.25,PRE,question
36250,360,39,male,English,AmE,some college,""":""N/A""}",bike,nai,q-stop,stop,lower,FIRST,0.91,notPOST,question
36250,360,39,male,English,AmE,some college,""":""N/A""}",bike,nai,q-stop,stop,lower,SECOND,0.2,PRE,question
106321,376,26,male,English,AmE,some college,""":""""}",bike,nai,q-know,know,lower,FIRST,0.49,BEL,question
106321,376,26,male,English,AmE,some college,""":""""}",bike,nai,q-know,know,lower,SECOND,0.5,CC,question
97147.90000003576,487,62,female,English,AmE,some college,""":""""}",petshelter,nai,q-know,know,lower,FIRST,0.11,BEL,question
97147.90000003576,487,62,female,English,AmE,some college,""":""""}",petshelter,nai,q-know,know,lower,SECOND,0.01,CC,question
48903,523,33,female,English,AmE,graduated college,""":""""}",subway,nai,neg-know,know,lower,FIRST,0.18,BEL,negation
48903,523,33,female,English,AmE,graduated college,""":""""}",subway,nai,neg-know,know,lower,SECOND,0.93,CC,negation
62760.20000004768,273,28,male,English,AmE,graduated high school,", thanks.""}",subway,nai,q-know,know,higher,FIRST,0.69,BEL,question
62760.20000004768,273,28,male,English,AmE,graduated high school,", thanks.""}",subway,nai,q-know,know,higher,SECOND,1,CC,question
98920.19999992847,400,64,male,English,AmE,hold a higher degree,""":""""}",bike,ai,neg-know,know,lower,FIRST,0.04,CC,negation
98920.19999992847,400,64,male,English,AmE,hold a higher degree,""":""""}",bike,ai,neg-know,know,lower,SECOND,0,BEL,negation
85249.5,271,40,female,English,AmE,graduated college,""":""""}",subway,ai,neg-know,know,higher,FIRST,1,CC,negation
85249.5,271,40,female,English,AmE,graduated college,""":""""}",subway,ai,neg-know,know,higher,SECOND,1,BEL,negation
50292.60000000894,461,40,male,English,AmE,some college,""":""""}",subway,ai,neg-know,know,lower,FIRST,0,CC,negation
50292.60000000894,461,40,male,English,AmE,some college,""":""""}",subway,ai,neg-know,know,lower,SECOND,0.15,BEL,negation
74332.89999997616,629,49,male,English,AmE,some college,""":""""}",subway,nai,neg-stop,stop,lower,FIRST,0.050000000000000044,notPOST,negation
74332.89999997616,629,49,male,English,AmE,some college,""":""""}",subway,nai,neg-stop,stop,lower,SECOND,0.98,PRE,negation
44907.60000002384,341,60,female,English,AmE,hold a higher degree,""":""""}",bike,nai,neg-stop,stop,lower,FIRST,0,notPOST,negation
44907.60000002384,341,60,female,English,AmE,hold a higher degree,""":""""}",bike,nai,neg-stop,stop,lower,SECOND,1,PRE,negation
54857.70000001788,444,39,male,English,AmE,graduated college,""":""""}",bike,ai,neg-stop,stop,lower,FIRST,1,PRE,negation
54857.70000001788,444,39,male,English,AmE,graduated college,""":""""}",bike,ai,neg-stop,stop,lower,SECOND,0,notPOST,negation
63873.39999997616,370,66,female,English,AmE,graduated college,""":""""}",petshelter,ai,q-stop,stop,lower,FIRST,0,PRE,question
63873.39999997616,370,66,female,English,AmE,graduated college,""":""""}",petshelter,ai,q-stop,stop,lower,SECOND,1,notPOST,question
99656.69999998808,451,25,female,English,AmE,graduated college,""":""""}",petshelter,ai,neg-stop,stop,lower,FIRST,0.92,PRE,negation
99656.69999998808,451,25,female,English,AmE,graduated college,""":""""}",petshelter,ai,neg-stop,stop,lower,SECOND,0.010000000000000009,notPOST,negation
101488.29999998212,218,33,female,English,AmE,some college,""":""The instructions were all clear""}",subway,ai,q-stop,stop,lower,FIRST,0.88,PRE,question
101488.29999998212,218,33,female,English,AmE,some college,""":""The instructions were all clear""}",subway,ai,q-stop,stop,lower,SECOND,0.88,notPOST,question
56356.89999999851,345,31,female,English,AmE,hold a higher degree,""":""N/A""}",bike,ai,neg-stop,stop,higher,FIRST,1,PRE,negation
56356.89999999851,345,31,female,English,AmE,hold a higher degree,""":""N/A""}",bike,ai,neg-stop,stop,higher,SECOND,0,notPOST,negation
